#Filename       start    end    CORR     B   Seq  Keep?  PUMP   Astart  Aend  Bstart   Bend  ChUpdate   Gas  B_Servo   HV    HVS  OTop  MTop  MBot  OBot   Others	   
 8404-8577       8404     8577      2     1     2     1     40       60    80     240    270         1   70         1   06     30	15    12    14    11 
 8670-8856       8670     8856      2     1     2     1     40       60    80     240    270         1   70         1   06     30	15    12    14    11 
 8960-9212       8960     9212      2     1     2     1     40       60    80     240    270         1   70         1   10     30	15    12    14    11 
 9260-9534       9260     9534      2     1     2     1     40       60    80     240    270         1   10         1   10     30	15    12    14    11 
 9571-9737       9571     9737      2     1     2     1     40       60    80     240    270         1   10         1   06     05	15    12    14    11 
 9858-10113      9858     10113     2     1     2     1     40       60    80     240    270         1   40         1   10     05	15    12    14    11 
 10747-11038     10747    11038     2    -1     2     1     40       60    80     240    270         1   40         1   10     05	15    12    14    11 
 11059-11342     11059    11342     2    -1     2     1     40       60    80     240    270         1   40         1   06     30	15    12    14    11 
 11382-11644     11382    11644     2    -1     2     1     40       60    80     240    270         1   40         1   10     05	15    12    14    11 
 11683-11847     11683    11847     2    -1     2     1     40       60    80     240    270         1   40         1   06     05	15    12    14    11 
 12026-12307     12026    12307     2    -1     2     1     40       60    80     240    270         1   40         1   06     05	15    12    14    11 
 12332-12580     12332    12580     2     1     2     1     40       60    80     240    270         1   40         1   10     30	15    12    14    11 
 12657-12864     12657    12864     2     1     2     1     40       60    80     240    270         1   40         1   06     30	15    12    14    11 
 12902-13146     12902    13146     2     1     2     1     40       60    80     240    270         1   40         1   10     05	15    12    14    11 
 13231-13461     13231    13461     2     1     2     1     40       60    80     240    270         1   40         1   06     05	15    12    14    11 
 13564-13808     13564    13808     2    -1     2     1     40       60    80     240    270         1   40         1   10     30	15    12    14    11 
 13812-14080     13812    14080     2    -1     2     1     40       60    80     240    270         1   40         1   06     30	15    12    14    11 
 14136-14199     14136    14199     2    -1     2     1     40       60    80     240    270         1   40         1   10     05	15    12    14    11 
 14370-14640     14370    14640     2    -1     2     1     40       60    80     240    270         1   40         1   10     05	15    12    14    11 
 14682-14946     14682    14946     2    -1     2     1     40       60    80     240    270         1   40         1   06     05	15    12    14    11 
