#Filename        start    end    CORR     B   Seq  Keep?  PUMP   Astart  Aend  Bstart   Bend  ChUpdate   Gas  B_Servo   HV    HVS  OTop  MTop  MBot  OBot   Others	   
 106407-106665   106407   106665    2     1     14    0     35       50    70     240    270         1   60         0   10     30	6     15    12    14
 106722-106954   106722   106954    2     1     14    0     35       50    70     240    270         1   60         0   10     05	6     15    12    14
 107908-108195   107908   108195    2     1     14    0     35       50    70     240    270         1   60         0   10     30	6     15    12    14
 108240-108525   108240   108525    2     1     14    0     35       50    70     240    270         1   60         0   10     30	6     15    12    14
 108564-108827   108564   108827    2     1     14    0     35       50    70     240    270         1   60         0   10     05	6     15    12    14
 108862-109138   108862   109138    2     1     14    0     35       50    70     240    270         1   60         0   10     30	6     15    12    14
 109173-109441   109173   109441    2     1     14    0     35       50    70     240    270         1   60         0   10     05	6     15    12    14
 109477-109738   109477   109738    2     1     14    0     35       50    70     240    270         1   60         0   06     30	6     15    12    14
 109787-110017   109787   110017    2    -1     14    0     35       50    70     240    270         1   60         0   10     30	6     15    12    14
 110054-110323   110054   110323    2    -1     14    0     35       50    70     240    270         1   60         0   10     05	6     15    12    14
 110359-110646   110359   110646    2    -1     14    0     35       50    70     240    270         1   60         0   06     05	6     15    12    14
 110686-110940   110686   110940    2    -1     14    0     35       50    70     240    270         1   60         0   06     05	6     15    12    14
 110981-111252   110981   111252    2    -1     14    0     35       50    70     240    270         1   60         0   10     05	6     15    12    14
 111291-111557   111291   111557    2     1     14    0     35       50    70     240    270         1   60         0   10     05	6     15    12    14
 111590-111865   111590   111865    2     1     14    0     35       50    70     240    270         1   60         0   10     05	6     15    12    14
